"","miRNA","mRNA"
"787","miR-155-5p","PDE3A"
"788","miR-155-5p","NT5E"
"789","miR-155-5p","NARS"
"790","miR-155-5p","MYO1E"
"791","miR-155-5p","MYO10"
"792","miR-155-5p","MSI2"
"793","miR-155-5p","MPZL1"
"794","miR-155-5p","MOSPD2"
"795","miR-155-5p","44621"
"796","miR-155-5p","METTL7A"
"797","miR-155-5p","LY6K"
"798","miR-155-5p","LPL"
"799","miR-155-5p","UFL1"
"800","miR-155-5p","HSDL1"
"801","miR-155-5p","HSD17B12"
"802","miR-155-5p","GNA13"
"803","miR-155-5p","FMNL2"
"804","miR-155-5p","FADS1"
"805","miR-155-5p","DSG2"
"806","miR-155-5p","DPP7"
"807","miR-155-5p","DNAJC19"
"808","miR-155-5p","DNAJB1"
"809","miR-155-5p","DHX40"
"810","miR-155-5p","CYP51A1"
"811","miR-155-5p","CUL4B"
"812","miR-155-5p","CTNNB1"
"813","miR-155-5p","CLDN1"
"814","miR-155-5p","CHAF1A"
"815","miR-155-5p","CEBPB"
"816","miR-155-5p","CDK5RAP3"
"817","miR-155-5p","CBFB"
"818","miR-155-5p","BRPF3"
"819","miR-155-5p","BET1"
"820","miR-155-5p","ATP6V1C1"
"821","miR-155-5p","ATG3"
"822","miR-155-5p","ARL5B"
"823","miR-155-5p","ARL10"
"824","miR-155-5p","ARID2"
"825","miR-155-5p","ARFIP2"
"826","miR-155-5p","ARFIP1"
"827","miR-155-5p","ANKFY1"
"828","miR-155-5p","AMIGO2"
"829","let-7b-5p","SLC38A1"
"830","let-7b-5p","COIL"
"831","let-7b-5p","VPS39"
"832","let-7b-5p","UHRF1"
"833","let-7b-5p","UGT8"
"834","let-7b-5p","TYMS"
"835","let-7b-5p","TTC9C"
"836","let-7b-5p","TRMT1"
"837","let-7b-5p","TMEM2"
"838","let-7b-5p","THBS1"
"839","let-7b-5p","TAF9B"
"840","let-7b-5p","SPRYD4"
"841","let-7b-5p","SPCS3"
"842","let-7b-5p","SNAP23"
"843","let-7b-5p","SLC25A32"
"844","let-7b-5p","SLC25A24"
"845","let-7b-5p","SLC25A1"
"846","let-7b-5p","SLC25A13"
"847","let-7b-5p","SLC1A4"
"848","let-7b-5p","SCYL1"
"849","let-7b-5p","RPP38"
"850","let-7b-5p","RHOG"
"851","let-7b-5p","RHOB"
"852","let-7b-5p","RDH10"
"853","let-7b-5p","RBM19"
"854","let-7b-5p","PXDN"
"855","let-7b-5p","PTGS2"
"856","let-7b-5p","PRIM1"
"857","let-7b-5p","PPP1R7"
"858","let-7b-5p","POM121"
"859","let-7b-5p","POLR2C"
"860","let-7b-5p","POLD2"
"861","let-7b-5p","PGRMC1"
"862","let-7b-5p","NXN"
"863","let-7b-5p","NEDD4"
"864","let-7b-5p","MTRR"
"865","let-7b-5p","MRPS33"
"866","let-7b-5p","MRPS24"
"867","let-7b-5p","MRM1"
"868","let-7b-5p","MLLT1"
"869","let-7b-5p","MARS2"
"870","let-7b-5p","IPO4"
"871","let-7b-5p","IGF2BP1"
"872","let-7b-5p","F2"
"873","let-7b-5p","IFRD1"
"874","let-7b-5p","IFIT5"
"875","let-7b-5p","HMGA1"
"876","let-7b-5p","GYS1"
"877","let-7b-5p","GTPBP3"
"878","let-7b-5p","GRPEL2"
"879","let-7b-5p","ADGRG1"
"880","let-7b-5p","GEMIN7"
"881","let-7b-5p","FNDC3A"
"882","let-7b-5p","FAM96A"
"883","let-7b-5p","FAM105A"
"884","let-7b-5p","FADS2"
"885","let-7b-5p","DUSP23"
"886","let-7b-5p","DUSP12"
"887","let-7b-5p","DSP"
"888","let-7b-5p","DOCK5"
"889","let-7b-5p","DHX57"
"890","let-7b-5p","CSNK1D"
"891","let-7b-5p","COMMD9"
"892","let-7b-5p","CHMP2A"
"893","let-7b-5p","CDKAL1"
"894","let-7b-5p","CDIPT"
"895","let-7b-5p","CARHSP1"
"896","let-7b-5p","CAPG"
"897","let-7b-5p","CALCOCO2"
"898","let-7b-5p","AURKB"
"899","let-7b-5p","ATP6V1F"
"900","let-7b-5p","ATP6V0A1"
"901","let-7b-5p","ATAD3B"
"902","let-7b-5p","ANAPC1"
"903","let-7b-5p","AKAP8"
"904","let-7b-5p","AARSD1"
"905","miR-9-5p","BACE1"
"906","miR-433-3p","FGF20"
"907","miR-429","ZEB1"
"908","miR-376a-5p","SLC16A1"
"909","miR-376a-5p","TTK"
"910","miR-375","USP1"
"911","miR-375","JAK2"
"912","miR-375","ADIPOR2"
"913","miR-375","C1QBP"
"914","miR-373-3p","LATS2"
"915","miR-34a-5p","E2F3"
"916","miR-34a-5p","DLL1"
"917","miR-34a-5p","VAMP2"
"918","miR-30a-3p","CDK6"
"919","miR-30a-3p","SLC7A6"
"920","miR-30a-3p","TMEM2"
"921","miR-30a-3p","THBS1"
"922","miR-30a-3p","CYR61"
"923","miR-30a-3p","TUBA1A"
"924","miR-29a-3p","BACE1"
"925","miR-27b-3p","NOTCH1"
"926","miR-27a-3p","ZBTB10"
"927","miR-27a-3p","MYT1"
"928","miR-26a-5p","EZH2"
"929","miR-26a-5p","PLAG1"
"930","miR-24-3p","NOTCH1"
"931","miR-23b-3p","NOTCH1"
"932","miR-23a-3p","CXCL12"
"933","miR-222-3p","KIT"
"934","miR-221-3p","KIT"
"935","miR-20b-5p","HIPK3"
"936","miR-20b-5p","MYLIP"
"937","miR-20a-5p","TGFBR2"
"938","miR-206","UTRN"
"939","miR-206","FSTL1"
"940","miR-19b-3p","BACE1"
"941","miR-19a-3p","HOXA5"
"942","miR-19a-3p","MECP2"
"943","miR-16-5p","BCL2"
"944","miR-16-5p","CCNT2"
"945","miR-15a-5p","BACE1"
"946","miR-155-5p","TM6SF1"
"947","miR-155-5p","MATR3"
"948","miR-155-5p","LDOC1"
"949","miR-155-5p","JADE1"
"950","miR-145-5p","TMOD3"
"951","miR-141-3p","KLF5"
"952","miR-141-3p","STK3"
"953","miR-133b","PKM"
"954","miR-133a-3p","PKM"
"955","miR-126-5p","SLC45A3"
"956","miR-124-3p","BACE1"
"957","miR-124-3p","RAVER2"
"958","miR-124-3p","MAGT1"
"959","miR-124-3p","SUCLG2"
"960","miR-124-3p","SURF4"
"961","miR-124-3p","ELOVL5"
"962","miR-124-3p","ADIPOR2"
"963","miR-124-3p","MTPN"
"964","miR-106a-5p","HIPK3"
"965","miR-106a-5p","MYLIP"
"966","miR-106a-5p","RB1"
"967","miR-103a-3p","GPD1"
"968","miR-1-3p","HAND2"
"969","miR-1-3p","IGF1"
"970","miR-1-3p","TMSB4X"
"971","miR-1-3p","SH3PXD2B"
"972","let-7b-5p","MTPN"
"973","let-7b-5p","RPIA"
"974","let-7b-5p","ACTG1"
"975","let-7a-5p","NF2"
"976","let-7a-5p","NRAS"
"977","let-7a-5p","KRAS"
"978","miR-376a-5p","PRPS1"
"979","miR-376a-5p","ZNF513"
"980","miR-376a-5p","SNX19"
"981","miR-145-5p","HOXA9"
"982","miR-126-3p","HOXA9"
"983","miR-146a-5p","BRCA2"
"984","miR-146a-5p","BRCA1"
"985","miR-29c-3p","TDG"
"986","miR-29c-3p","SPARC"
"987","miR-29c-3p","LAMC1"
"988","miR-29c-3p","COL15A1"
"989","miR-29c-3p","COL4A2"
"990","miR-29c-3p","COL4A1"
"991","miR-29c-3p","COL1A2"
"992","miR-29c-3p","GAPDH"
"993","miR-210-3p","NPTX1"
"994","miR-373-3p","CSDC2"
"995","miR-520c-3p","APP"
"996","miR-106a-5p","APP"
"997","let-7a-5p","PRDM1"
"998","miR-9-5p","PRDM1"
"999","miR-135b-5p","APC"
"1000","miR-135a-5p","APC"
"1001","miR-30a-5p","BDNF"
"1002","miR-520h","SMAD6"
"1003","miR-520h","ABCG2"
"1004","miR-129-5p","CAMTA1"
"1005","miR-129-5p","AGO3"
"1006","miR-155-5p","RHOA"
"1007","miR-320a","POLR3D"
"1008","miR-199a-3p","MET"
"1009","miR-221-3p","HOXB5"
"1010","miR-510-5p","HTR3E"
"1011","miR-21-5p","TPM1"
"1012","miR-1-3p","KCNJ2"
"1013","miR-1-3p","GJA1"
"1014","miR-133a-3p","CASP9"
"1015","miR-96-5p","MITF"
"1016","miR-182-5p","MITF"
"1017","miR-96-5p","ADCY6"
"1018","miR-182-5p","ADCY6"
"1019","miR-22-3p","BMP7"
"1020","let-7d-5p","HMGA2"
"1021","miR-155-5p","AGTR1"
"1022","miR-24-3p","DHFR"
"1023","miR-10b-5p","HOXD10"
"1024","miR-210-3p","EFNA3"
"1025","miR-124-3p","CEBPA"
"1026","let-7c-5p","TRIM71"
"1027","let-7a-5p","TRIM71"
"1028","let-7a-5p","FOXA1"
"1029","let-7a-5p","NR1I2"
"1030","let-7a-5p","VDR"
"1031","let-7e-5p","HMGA2"
"1032","let-7b-5p","HMGA2"
"1033","miR-378a-5p","SUFU"
"1034","miR-21-5p","NFIB"
"1035","let-7g-5p","HMGA2"
"1036","miR-34a-5p","SIRT1"
"1037","miR-196a-5p","HOXB8"
"1038","miR-221-3p","CDKN1C"
"1039","miR-141-3p","TGFB2"
"1040","miR-200c-3p","ZEB1"
"1041","miR-7-5p","EGFR"
"1042","let-7b-5p","CDC25A"
"1043","let-7b-5p","CDK6"
"1044","miR-34a-5p","BCL2"
"1045","let-7a-5p","RAVER2"
"1046","miR-99a-5p","RAVER2"
"1047","miR-99b-5p","RAVER2"
"1048","miR-141-3p","SFPQ"
"1049","miR-29b-3p","SFPQ"
"1050","miR-26a-5p","SERBP1"
"1051","miR-29b-3p","DNAJB11"
"1052","let-7c-5p","HMGA2"
"1053","let-7a-5p","HMGA2"
"1054","miR-222-3p","TMED7"
"1055","miR-221-3p","TMED7"
"1056","miR-26a-5p","SMAD1"
"1057","miR-133b","PITX3"
"1058","miR-125b-5p","SGPL1"
"1059","miR-125b-5p","ANAPC16"
"1060","miR-125b-5p","CEBPG"
"1061","miR-125b-5p","BAK1"
"1062","let-7b-5p","BCL7A"
"1063","miR-27a-3p","SP4"
"1064","miR-27a-3p","SP3"
"1065","miR-27a-3p","SP1"
"1066","miR-21-5p","CDK6"
"1067","miR-21-5p","RP2"
"1068","miR-21-5p","SGK3"
"1069","miR-21-5p","SLC16A10"
"1070","miR-21-5p","APAF1"
"1071","miR-21-5p","GLCCI1"
"1072","miR-21-5p","SOCS5"
"1073","miR-21-5p","SESN1"
"1074","miR-21-5p","BTG2"
"1075","miR-21-5p","HIPK3"
"1076","miR-21-5p","FAM3C"
"1077","miR-21-5p","FAS"
"1078","miR-373-3p","CD44"
"1079","miR-335-5p","MERTK"
"1080","miR-335-5p","PTPRN2"
"1081","miR-335-5p","SOX4"
"1082","miR-372-3p","LATS2"
"1083","miR-96-5p","HTR1B"
"1084","miR-93-5p","E2F1"
"1085","miR-22-3p","PPARA"
"1086","miR-22-3p","ESR1"
"1087","miR-16-5p","CFL2"
"1088","miR-16-5p","CSHL1"
"1089","miR-16-5p","CRHBP"
"1090","miR-205-5p","ZEB1"
"1091","miR-200a-3p","ZEB1"
"1092","miR-200a-3p","GEMIN2"
"1093","miR-200b-3p","ZEB1"
"1094","let-7b-5p","CCND1"
"1095","miR-193a-3p","MCL1"
"1096","miR-193a-3p","E2F6"
"1097","miR-137","E2F6"
"1098","miR-137","CDK6"
"1099","miR-373-3p","KIF23"
"1100","miR-373-3p","NIPSNAP2"
"1101","miR-373-3p","SLC35F6"
"1102","miR-373-3p","PHC2"
"1103","miR-373-3p","CD24"
"1104","miR-373-3p","NUP58"
"1105","miR-373-3p","MYBL1"
"1106","miR-373-3p","KLHL12"
"1107","miR-373-3p","HERPUD1"
"1108","miR-373-3p","LUC7L2"
"1109","miR-373-3p","LMNB1"
"1110","miR-373-3p","MKRN1"
"1111","miR-373-3p","ARHGEF3"
"1112","miR-373-3p","FYCO1"
"1113","miR-373-3p","CD83"
"1114","miR-373-3p","GBP3"
"1115","miR-373-3p","RNF149"
"1116","miR-373-3p","TNFAIP1"
"1117","miR-373-3p","STX11"
"1118","miR-373-3p","FITM2"
"1119","miR-373-3p","GPSM2"
"1120","miR-373-3p","CENPF"
"1121","miR-373-3p","CFL2"
"1122","miR-373-3p","TUSC2"
"1123","miR-373-3p","INSIG2"
"1124","miR-373-3p","GLTP"
"1125","miR-373-3p","RELA"
"1126","miR-373-3p","PRC1"
"1127","miR-373-3p","BAZ1A"
"1128","miR-373-3p","USP12"
"1129","miR-373-3p","NIN"
"1130","miR-373-3p","TBC1D2"
"1131","miR-373-3p","TFAP4"
"1132","miR-373-3p","TMEM14A"
"1133","miR-373-3p","STK4"
"1134","miR-373-3p","ZNF226"
"1135","miR-373-3p","HSPA14"
"1136","miR-373-3p","MFSD4B"
"1137","miR-373-3p","SLC25A23"
"1138","miR-373-3p","C9orf78"
"1139","miR-373-3p","MICA"
"1140","miR-373-3p","KDM1B"
"1141","miR-373-3p","MED28"
"1142","miR-373-3p","ADAM9"
"1143","miR-373-3p","TTC8"
"1144","miR-373-3p","ZHX1"
"1145","miR-373-3p","RPIA"
"1146","miR-124-3p","DFFB"
"1147","miR-124-3p","TRIM29"
"1148","miR-124-3p","CDC14B"
"1149","miR-124-3p","RARG"
"1150","miR-124-3p","PARP16"
"1151","miR-124-3p","ARPC1B"
"1152","miR-124-3p","PTPN12"
"1153","miR-124-3p","EYA4"
"1154","miR-124-3p","TARBP1"
"1155","miR-124-3p","MAD2L2"
"1156","miR-124-3p","LMNB1"
"1157","miR-124-3p","G3BP1"
"1158","miR-124-3p","UHRF1"
"1159","miR-124-3p","CPNE3"
"1160","miR-124-3p","SLC17A5"
"1161","miR-124-3p","DHCR24"
"1162","miR-124-3p","ACTR8"
"1163","miR-124-3p","MYH9"
"1164","miR-124-3p","ELF4"
"1165","miR-124-3p","MAPK1IP1L"
"1166","miR-124-3p","CDCA7"
"1167","miR-124-3p","SLC15A4"
"1168","miR-124-3p","STOM"
"1169","miR-124-3p","MTMR6"
"1170","miR-124-3p","POLR3G"
"1171","miR-124-3p","ANXA8"
"1172","miR-124-3p","OSBPL8"
"1173","miR-124-3p","BTG3"
"1174","miR-124-3p","VAMP3"
"1175","miR-124-3p","USP48"
"1176","miR-124-3p","PTTG1IP"
"1177","miR-124-3p","PGM1"
"1178","miR-124-3p","CYP1B1"
"1179","miR-124-3p","TOM1L1"
"1180","miR-124-3p","SMAD5"
"1181","miR-124-3p","NFIC"
"1182","miR-124-3p","RYK"
"1183","miR-124-3p","CTGF"
"1184","miR-124-3p","CHSY1"
"1185","miR-124-3p","GNG10"
"1186","miR-124-3p","GMCL1P1"
"1187","miR-124-3p","MAPK14"
"1188","miR-124-3p","NEK6"
"1189","miR-124-3p","MAN2A1"
"1190","miR-124-3p","CTDSP2"
"1191","miR-124-3p","BLOC1S6"
"1192","miR-124-3p","DEPDC1"
"1193","miR-124-3p","RELA"
"1194","miR-124-3p","KATNA1"
"1195","miR-124-3p","SLC22A5"
"1196","miR-124-3p","RASSF5"
"1197","miR-124-3p","TNFRSF21"
"1198","miR-124-3p","DCTD"
"1199","miR-124-3p","CD59"
"1200","miR-124-3p","CDK4"
"1201","miR-124-3p","HTATIP2"
"1202","miR-124-3p","ALDH9A1"
"1203","miR-124-3p","SSFA2"
"1204","miR-124-3p","NEK9"
"1205","miR-124-3p","PAPSS2"
"1206","miR-124-3p","ANKRD27"
"1207","miR-124-3p","APEX2"
"1208","miR-124-3p","GSN"
"1209","miR-124-3p","SLC30A7"
"1210","miR-124-3p","CDK6"
"1211","miR-124-3p","HEBP2"
"1212","miR-124-3p","AHRR"
"1213","miR-124-3p","GINM1"
"1214","miR-124-3p","SERPINB6"
"1215","miR-124-3p","PTBP1"
"1216","miR-124-3p","IFRD2"
"1217","miR-124-3p","DVL2"
"1218","miR-124-3p","AHR"
"1219","miR-124-3p","PLP2"
"1220","miR-124-3p","PODXL"
"1221","miR-124-3p","CTNND1"
"1222","miR-124-3p","RHOV"
"1223","miR-124-3p","SP1"
"1224","miR-124-3p","ACAA2"
"1225","miR-124-3p","NME4"
"1226","miR-124-3p","SLC16A1"
"1227","miR-124-3p","MDFIC"
"1228","miR-124-3p","ARFIP1"
"1229","miR-124-3p","DNM2"
"1230","miR-124-3p","PGRMC2"
"1231","miR-124-3p","FAM35A"
"1232","miR-124-3p","ZBED3"
"1233","miR-124-3p","B4GALT1"
"1234","miR-124-3p","MPHOSPH9"
"1235","miR-124-3p","GTPBP8"
"1236","miR-124-3p","F11R"
"1237","miR-124-3p","GNAI3"
"1238","miR-124-3p","SLC25A30"
"1239","miR-124-3p","SERP1"
"1240","miR-124-3p","PHF19"
"1241","miR-124-3p","INO80C"
"1242","miR-124-3p","STX2"
"1243","miR-124-3p","TRIP11"
"1244","miR-124-3p","TLN1"
"1245","miR-124-3p","SWAP70"
"1246","miR-124-3p","ARHGEF1"
"1247","miR-124-3p","ELOVL1"
"1248","miR-124-3p","IQGAP1"
"1249","miR-124-3p","ABHD5"
"1250","miR-124-3p","RNPEPL1"
"1251","miR-124-3p","STX10"
"1252","miR-124-3p","TEAD1"
"1253","miR-124-3p","FAM177A1"
"1254","miR-124-3p","FCHO2"
"1255","miR-124-3p","CREB3L2"
"1256","miR-124-3p","AK2"
"1257","miR-124-3p","TTC7A"
"1258","miR-124-3p","HADHB"
"1259","miR-124-3p","LRRC1"
"1260","miR-124-3p","TWIST2"
"1261","miR-124-3p","AP1M2"
"1262","miR-124-3p","SNAI2"
"1263","miR-124-3p","SYNGR2"
"1264","miR-124-3p","TJP2"
"1265","miR-124-3p","CAV1"
"1266","miR-124-3p","LAMC1"
"1267","miR-124-3p","DNAJC1"
"1268","miR-124-3p","CDCA7L"
"1269","miR-124-3p","PLOD3"
"1270","miR-124-3p","SHC3"
"1271","miR-124-3p","CERS2"
"1272","miR-124-3p","LITAF"
"1273","miR-124-3p","CTDSP1"
"1274","miR-124-3p","CD164"
"1275","miR-124-3p","ITGB1"
"1276","miR-1-3p","ZNF264"
"1277","miR-1-3p","GCFC2"
"1278","miR-1-3p","OAT"
"1279","miR-1-3p","CLCN3"
"1280","miR-1-3p","POLR2K"
"1281","miR-1-3p","EPB41L4B"
"1282","miR-1-3p","DHX15"
"1283","miR-1-3p","LZTFL1"
"1284","miR-1-3p","ARF3"
"1285","miR-1-3p","OSBPL7"
"1286","miR-1-3p","HIST1H3B"
"1287","miR-1-3p","SH2D4A"
"1288","miR-1-3p","TRIM2"
"1289","miR-1-3p","PLEKHG2"
"1290","miR-1-3p","RABL2B"
"1291","miR-1-3p","XPO6"
"1292","miR-1-3p","ARCN1"
"1293","miR-1-3p","FBLN2"
"1294","miR-1-3p","CERS2"
"1295","miR-1-3p","PLEKHB2"
"1296","miR-1-3p","POM121"
"1297","miR-1-3p","AXL"
"1298","miR-1-3p","POGK"
"1299","miR-1-3p","BLCAP"
"1300","miR-1-3p","MXD4"
"1301","miR-1-3p","SHTN1"
"1302","miR-1-3p","EML4"
"1303","miR-1-3p","PGM2"
"1304","miR-1-3p","TRAPPC3"
"1305","miR-1-3p","CHSY1"
"1306","miR-1-3p","MGC27345"
"1307","miR-1-3p","GCH1"
"1308","miR-1-3p","SERPINB5"
"1309","miR-1-3p","SLC25A30"
"1310","miR-1-3p","ANKRD29"
"1311","miR-1-3p","TDP1"
"1312","miR-1-3p","TPM4"
"1313","miR-1-3p","PREX1"
"1314","miR-1-3p","PDCD4"
"1315","miR-1-3p","RNF138"
"1316","miR-1-3p","TAGLN2"
"1317","miR-1-3p","CHST11"
"1318","miR-1-3p","RABL2A"
"1319","miR-1-3p","LIN7C"
"1320","miR-1-3p","H3F3B"
"1321","miR-1-3p","SDC4"
"1322","miR-1-3p","RABGAP1L"
"1323","miR-1-3p","CAP1"
"1324","miR-1-3p","DDX5"
"1325","miR-1-3p","SLC16A9"
"1326","miR-1-3p","ARHGEF18"
"1327","miR-1-3p","INPP5F"
"1328","miR-1-3p","NELFCD"
"1329","miR-1-3p","ANKIB1"
"1330","miR-1-3p","SERP1"
"1331","miR-1-3p","TIMP3"
"1332","miR-1-3p","LASP1"
"1333","miR-1-3p","HPS4"
"1334","miR-1-3p","UST"
"1335","miR-1-3p","RAB11FIP2"
"1336","miR-1-3p","PTMAP7"
"1337","miR-1-3p","MMD"
"1338","miR-1-3p","NETO2"
"1339","miR-1-3p","GNPDA2"
"1340","miR-1-3p","PXYLP1"
"1341","miR-1-3p","MTX1"
"1342","miR-1-3p","ADAR"
"1343","miR-1-3p","ARF4"
"1344","miR-1-3p","UHMK1"
"1345","miR-34a-5p","NOTCH1"
"1346","miR-30a-5p","NOTCH1"
"1347","miR-124-3p","GAS2L1"
"1348","miR-124-3p","RFFL"
"1349","miR-124-3p","ZFP36L2"
"1350","miR-124-3p","PLSCR3"
"1351","miR-124-3p","CAPRIN2"
"1352","miR-124-3p","SENP8"
"1353","miR-124-3p","PDLIM7"
"1354","miR-124-3p","MYO10"
"1355","miR-124-3p","E2F5"
"1356","miR-124-3p","NFATC1"
"1357","miR-124-3p","NID1"
"1358","miR-124-3p","RHOG"
"1359","miR-1-3p","KCNE1"
"1360","miR-133a-3p","KCNQ1"
"1361","miR-17-5p","E2F1"
"1362","miR-125b-5p","ERBB3"
"1363","miR-125b-5p","ERBB2"
"1364","miR-196a-5p","HOXA7"
"1365","miR-196a-5p","HOXD8"
"1366","miR-196a-5p","HOXC8"
"1367","miR-199b-5p","LAMC2"
"1368","miR-15a-5p","DMTF1"
"1369","miR-24-3p","MAPK14"
"1370","miR-141-3p","CLOCK"
"1371","miR-23a-3p","HES1"
"1372","miR-1-3p","BDNF"
"1373","miR-1-3p","G6PD"
"1374","miR-19a-3p","PTEN"
"1375","miR-200b-3p","RERE"
"1376","miR-429","RERE"
"1377","miR-126-3p","CRK"
"1378","miR-98-5p","HMGA2"
"1379","miR-320a","TAC1"
"1380","miR-206","TAC1"
"1381","miR-130a-3p","TAC1"
"1382","miR-122-5p","CCNG1"
"1383","miR-155-5p","TP53INP1"
"1384","miR-20a-5p","MAP3K12"
"1385","miR-20a-5p","BCL2"
"1386","miR-20a-5p","MEF2D"
"1387","miR-17-5p","MAP3K12"
"1388","miR-17-5p","BCL2"
"1389","miR-17-5p","MEF2D"
"1390","miR-29a-3p","DNMT3A"
"1391","miR-29c-3p","DNMT3B"
"1392","miR-29b-3p","DNMT3B"
"1393","miR-29a-3p","DNMT3B"
"1394","miR-29c-3p","DNMT3A"
"1395","miR-29b-3p","DNMT3A"
"1396","miR-92a-3p","ITGA5"
"1397","miR-203a-3p","ABL1"
"1398","miR-181b-5p","GRIA2"
"1399","miR-181b-5p","VSNL1"
"1400","miR-338-3p","UBE2Q1"
"1401","miR-338-3p","NOVA1"
"1402","miR-338-3p","MAP1A"
"1403","miR-338-3p","DAB2IP"
"1404","miR-338-3p","ZBTB18"
"1405","miR-106b-5p","E2F1"
"1406","let-7i-5p","TLR4"
"1407","miR-124-3p","RDH10"
"1408","miR-133b","PTBP2"
"1409","miR-21-5p","PDCD4"
"1410","miR-375","PLAG1"
"1411","miR-144-3p","PLAG1"
"1412","miR-143-3p","FNDC3B"
"1413","miR-122-5p","GTF2B"
"1414","miR-122-5p","GYS1"
"1415","miR-122-5p","ANK2"
"1416","miR-122-5p","NFATC2IP"
"1417","miR-122-5p","ENTPD4"
"1418","miR-122-5p","ANXA11"
"1419","miR-122-5p","ALDOA"
"1420","miR-122-5p","RAB6B"
"1421","miR-122-5p","RAB11FIP1"
"1422","miR-122-5p","FOXP1"
"1423","miR-122-5p","MECP2"
"1424","miR-122-5p","NCAM1"
"1425","miR-122-5p","UBAP2"
"1426","miR-122-5p","TBX19"
"1427","miR-122-5p","AACS"
"1428","miR-122-5p","DUSP2"
"1429","miR-122-5p","ATP1A2"
"1430","miR-122-5p","MAPK11"
"1431","miR-122-5p","FUNDC2"
"1432","miR-122-5p","AKT3"
"1433","miR-122-5p","TPD52L2"
"1434","miR-122-5p","GALNT10"
"1435","miR-122-5p","G6PC3"
"1436","miR-122-5p","AP3M2"
"1437","miR-122-5p","SLC7A1"
"1438","miR-122-5p","XPO6"
"1439","miR-122-5p","FOXJ3"
"1440","miR-122-5p","SLC7A11"
"1441","miR-122-5p","TRIB1"
"1442","miR-122-5p","EGLN3"
"1443","miR-122-5p","NUMBL"
"1444","miR-122-5p","ADAM17"
"1445","let-7a-5p","HMGA1"
"1446","miR-210-3p","BDNF"
"1447","miR-210-3p","PTPN1"
"1448","miR-210-3p","P4HB"
"1449","miR-210-3p","UBQLN1"
"1450","miR-210-3p","SERTAD2"
"1451","miR-210-3p","SEH1L"
"1452","miR-210-3p","NCAM1"
"1453","miR-210-3p","MID1IP1"
"1454","miR-210-3p","MDGA1"
"1455","miR-210-3p","MYORG"
"1456","miR-210-3p","ISCU"
"1457","miR-210-3p","HOXA3"
"1458","miR-210-3p","GPD1L"
"1459","miR-210-3p","DENND6A"
"1460","miR-210-3p","CPEB2"
"1461","miR-210-3p","CDK10"
"1462","miR-210-3p","ABCB9"
"1463","miR-210-3p","CBX1"
"1464","miR-210-3p","XIST"
"1465","miR-210-3p","TNPO1"
"1466","miR-210-3p","SMCHD1"
"1467","miR-210-3p","PTAR1"
"1468","miR-210-3p","NIPBL"
"1469","miR-210-3p","MIB1"
"1470","miR-210-3p","HECTD1"
"1471","miR-210-3p","ELK3"
"1472","miR-210-3p","DDAH1"
"1473","miR-210-3p","CLASP2"
"1474","miR-210-3p","CHD9"
"1475","miR-210-3p","ATP11C"
"1476","miR-210-3p","APC"
"1477","miR-210-3p","E2F3"
"1478","miR-210-3p","ACVR1B"
"1479","miR-449a","CDC25A"
"1480","miR-449a","CDK6"
"1481","miR-222-3p","PPP2R2A"
"1482","miR-9-5p","NFKB1"
"1483","miR-345-5p","ABCC1"
"1484","miR-7-5p","ABCC1"
"1485","miR-29c-3p","CDK6"
"1486","miR-1-3p","SOX6"
"1487","miR-181c-5p","NOTCH2"
"1488","miR-181c-5p","KRAS"
"1489","miR-181c-5p","NOTCH4"
"1490","miR-26a-5p","MAP3K2"
"1491","miR-26a-5p","RB1"
"1492","miR-19a-3p","ESR1"
"1493","miR-421","ATM"
"1494","miR-10b-5p","KLF4"
"1495","miR-29a-3p","COL4A2"
"1496","miR-29a-3p","COL4A1"
"1497","miR-150-5p","EGR2"
"1498","miR-424-5p","ITPR1"
"1499","miR-424-5p","MAP2K1"
"1500","miR-424-5p","PIAS1"
"1501","miR-424-5p","FGFR1"
"1502","miR-335-5p","ARPC5L"
"1503","miR-335-5p","RASA1"
"1504","miR-224-5p","AP2M1"
"1505","miR-224-5p","NIT1"
"1506","miR-224-5p","FOSB"
"1507","miR-224-5p","NCOA6"
"1508","miR-205-5p","DDX5"
"1509","miR-205-5p","INPPL1"
"1510","miR-205-5p","MED1"
"1511","miR-93-5p","MAPK9"
"1512","miR-133b","MCL1"
"1513","miR-204-5p","TGFBR1"
"1514","miR-204-5p","TGFBR2"
"1515","miR-204-5p","SNAI2"
"1516","miR-30d-5p","GNAI2"
"1517","miR-141-3p","BRD3"
"1518","miR-141-3p","UBAP1"
"1519","miR-141-3p","PTEN"
"1520","miR-29a-3p","MCL1"
"1521","miR-29b-3p","MCL1"
"1522","miR-29c-3p","MCL1"
"1523","miR-29c-3p","BCL2"
"1524","miR-29b-3p","BCL2"
"1525","miR-29a-3p","BCL2"
"1526","miR-186-5p","FOXO1"
"1527","miR-183-5p","FOXO1"
"1528","miR-153-3p","FOXO1"
"1529","miR-9-5p","FOXO1"
"1530","miR-130b-3p","RUNX3"
"1531","miR-21-5p","RHOB"
"1532","miR-146a-5p","FAF1"
"1533","miR-205-5p","E2F5"
"1534","miR-205-5p","E2F1"
"1535","miR-9-5p","NTRK3"
"1536","miR-199a-3p","KRT7"
"1537","miR-145-5p","EGFR"
"1538","miR-16-5p","RPS6"
